PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,SEASON,Cluster,Tier,GP,MIN,PTS,REB,AST,STL,BLK,TOV,FG_PCT,FG3_PCT,FT_PCT,TS_PCT,EFG_PCT,USG_PCT,PIE,OFF_RATING,DEF_RATING,NET_RATING,AST_TO,OREB_PCT,DREB_PCT,AST_PCT,REB_PCT,INV_DEF_RATING,Scorer_Score,Playmaker_Score,Rebounder_Score,Defensive Player_Score
1716,Larry Hughes,WAS,2004-05,Defensive Player,Elite,61,2357.346666666667,1345,382,285,176,18,153,0.43,0.282,0.777,0.523,0.457,0.261,0.147,106.2,104.3,1.8,1.86,0.03,0.131,0.214,0.08,21.10000000000001,0.9544557454184193,0.9447387978077493,0.2325980461460172,1.341034118627255
283,Lindsey Hunter,DET,2004-05,Defensive Player,Very Good,76,1134.128333333333,285,123,130,68,13,68,0.358,0.274,0.793,0.435,0.396,0.156,0.064,97.6,96.6,1.0,1.91,0.034,0.077,0.194,0.056,28.80000000000001,-1.0817559247719633,0.2620335761469733,-0.7603787103356168,0.6238305991553732
446,Lucious Harris,CLE,2004-05,Defensive Player,Average,73,1127.31,313,121,49,27,6,29,0.395,0.323,0.812,0.475,0.43,0.14,0.063,98.2,100.7,-2.5,1.69,0.033,0.074,0.073,0.053,24.700000000000003,-0.9499900196106333,-0.7157574744874111,-0.8039044304169882,-0.11270169703988493
2736,Luol Deng,CHI,2004-05,Defensive Player,Very Good,61,1661.07,711,322,135,48,27,118,0.434,0.265,0.741,0.496,0.458,0.221,0.109,102.5,97.3,5.2,1.14,0.057,0.133,0.141,0.096,28.10000000000001,0.05005456267380615,-0.017303593991948626,0.2772298000009853,0.5171195638974978
1938,Manu Ginobili,SAS,2004-05,Defensive Player,Elite,74,2201.0016666666666,1186,329,288,119,27,172,0.471,0.376,0.803,0.609,0.533,0.235,0.159,109.5,93.0,16.5,1.67,0.037,0.118,0.217,0.078,32.400000000000006,1.141168645025779,0.9726308317795158,0.06648967260239691,1.505421435230506
2556,Marcus Banks,BOS,2004-05,Defensive Player,Very Good,81,1142.57,372,126,155,63,13,79,0.402,0.356,0.742,0.52,0.439,0.166,0.087,97.7,96.7,1.0,1.96,0.026,0.082,0.219,0.055,28.700000000000003,-0.4598205698513332,0.4944671925783607,-0.7651582288893011,0.5661483169588627
948,Marcus Camby,DEN,2004-05,Defensive Player,Elite,66,2018.8433333333328,683,661,152,61,199,103,0.465,0.0,0.723,0.505,0.465,0.174,0.142,104.7,102.0,2.7,1.48,0.07,0.257,0.119,0.168,23.400000000000006,-0.2627424386146957,-0.07833721488037707,2.093980249800496,2.115874117891365
2605,Marquis Daniels,DAL,2004-05,Defensive Player,Very Good,60,1416.3333333333333,545,216,128,83,14,86,0.437,0.2,0.737,0.484,0.443,0.199,0.092,103.6,102.1,1.5,1.49,0.06,0.092,0.153,0.075,23.30000000000001,-0.29931719983571853,0.0243504067706903,-0.2715610702658203,0.4662177944608607
2440,Matt Barnes,SAC,2004-05,Defensive Player,Average,43,704.3633333333333,164,133,57,30,7,45,0.411,0.227,0.603,0.465,0.427,0.136,0.054,107.4,102.7,4.7,1.27,0.069,0.123,0.113,0.095,22.700000000000003,-1.1438985007179163,-0.46161381051201583,-0.2369984066164324,-0.18900949432088168
2782,Matt Freije,NOH,2004-05,Defensive Player,Average,23,436.9683333333333,93,61,20,13,2,17,0.291,0.259,0.625,0.356,0.346,0.157,0.024,92.6,100.8,-8.2,1.18,0.037,0.114,0.079,0.073,24.60000000000001,-1.6645813975985473,-0.7887626028257175,-0.7083140593432989,-0.30410610169349206
2408,Melvin Ely,CHA,2004-05,Defensive Player,Very Good,79,1655.3833333333334,576,326,76,32,69,115,0.432,0.0,0.575,0.465,0.432,0.198,0.054,98.6,103.1,-4.5,0.66,0.083,0.117,0.078,0.1,22.30000000000001,-0.39291525286608725,-0.5883175421096918,0.33880193155436766,0.43549412972643814
2399,Mike Dunleavy,GSW,2004-05,Defensive Player,Very Good,79,2569.4083333333333,1057,435,203,79,26,132,0.451,0.388,0.779,0.539,0.51,0.189,0.1,102.7,103.8,-1.1,1.54,0.035,0.131,0.127,0.082,21.60000000000001,0.31117072369593385,0.15426826923821246,0.3987064196896375,0.44629896316032863
983,Moochie Norris,HOU,2004-05,Defensive Player,Average,38,356.24666666666667,90,46,39,18,2,27,0.321,0.0,0.833,0.376,0.321,0.187,0.047,91.0,94.9,-4.0,1.44,0.029,0.101,0.207,0.066,30.5,-1.3327796584120237,0.00021115916811481616,-0.8372923182310401,0.0943532957901323
2050,Morris Peterson,TOR,2004-05,Defensive Player,Very Good,82,2519.6716666666666,1029,340,169,91,18,93,0.42,0.385,0.832,0.543,0.496,0.184,0.089,105.7,106.7,-1.0,1.82,0.029,0.109,0.11,0.069,18.700000000000003,0.27724628809677326,-0.06634134241488154,-0.018980051719407615,0.3193070487519339
2401,Nikoloz Tskitishvili,GSW,2004-05,Defensive Player,Average,35,214.34333333333333,50,41,10,8,11,19,0.297,0.118,0.571,0.324,0.311,0.194,0.002,89.3,97.7,-8.3,0.53,0.05,0.122,0.081,0.086,27.700000000000003,-1.6076941237637639,-0.8143242093792658,-0.5957661250557607,-0.08271624770394137
1727,Pat Garrity,ORL,2004-05,Defensive Player,Average,71,948.9983333333332,324,124,30,19,9,30,0.402,0.333,0.879,0.505,0.482,0.152,0.056,99.1,105.3,-6.2,1.0,0.02,0.107,0.051,0.062,20.10000000000001,-0.6826855105125732,-0.9092599829800173,-0.6812874059238696,-0.4355117137648743
1542,Predrag Drobnjak,ATL,2004-05,Defensive Player,Average,71,1437.878333333333,597,238,49,42,24,78,0.438,0.352,0.8,0.501,0.461,0.205,0.08,95.6,102.9,-7.3,0.63,0.05,0.125,0.06,0.086,22.5,-0.12069644755721344,-0.7887869678413351,-0.07305054407370104,0.09557281398119376
2047,Quentin Richardson,PHX,2004-05,Defensive Player,Very Good,79,2844.695,1176,479,158,96,27,102,0.389,0.358,0.739,0.522,0.498,0.186,0.082,114.0,105.2,8.8,1.55,0.032,0.122,0.077,0.08,20.200000000000003,0.27782788493215954,-0.29220050701287104,0.4899757687615491,0.5503030520454002
2624,Quinton Ross,LAC,2004-05,Defensive Player,Average,78,1638.1833333333334,397,210,109,51,22,54,0.432,0.25,0.673,0.471,0.433,0.134,0.058,98.7,103.2,-4.5,2.02,0.039,0.094,0.109,0.068,22.200000000000003,-0.9562065465436627,-0.2927404750900948,-0.37665892190057393,0.15096374990500552
739,Rasheed Wallace,DET,2004-05,Defensive Player,Elite,79,2696.3116666666665,1145,644,142,65,115,127,0.44,0.318,0.697,0.499,0.475,0.22,0.116,105.1,97.5,7.6,1.12,0.067,0.177,0.094,0.123,27.900000000000006,0.37286532557756896,-0.2555754614766904,1.4755883701675725,1.571848631109282
1725,Rasho Nesterovic,SAS,2004-05,Defensive Player,Elite,70,1783.1066666666666,410,459,71,31,117,73,0.46,0.0,0.467,0.463,0.46,0.132,0.079,105.5,93.4,12.0,0.97,0.11,0.155,0.061,0.133,32.0,-1.0072128641807578,-0.702216105414976,1.1121098752362992,1.4806913869157814
2446,Rasual Butler,MIA,2004-05,Defensive Player,Very Good,65,1198.8666666666666,420,151,62,18,29,37,0.399,0.373,0.771,0.488,0.468,0.175,0.076,102.0,97.5,4.5,1.68,0.013,0.108,0.085,0.062,27.900000000000006,-0.5422822410327853,-0.6005096472780069,-0.6096461841649071,0.21476266874438413
2558,Reece Gaines,MIL,2004-05,Defensive Player,Average,21,180.05333333333334,41,14,7,5,1,7,0.34,0.286,0.75,0.396,0.38,0.142,0.018,81.6,99.5,-17.9,1.0,0.005,0.069,0.078,0.036,25.900000000000006,-1.583186924909354,-0.8422162433510322,-1.3043900620487379,-0.3207333916387069
2499,Richie Frahm,POR,2004-05,Defensive Player,Average,43,489.90833333333336,164,61,30,15,4,14,0.4,0.388,0.84,0.543,0.511,0.148,0.082,99.3,101.7,-2.4,2.14,0.036,0.089,0.097,0.063,23.700000000000003,-0.6100848921450476,-0.6508479295738248,-0.8357106023901018,-0.3160276553552757
109,Robert Horry,SAS,2004-05,Defensive Player,Elite,75,1410.1716666666666,451,268,80,67,60,69,0.419,0.37,0.789,0.533,0.487,0.16,0.096,105.8,95.8,10.0,1.16,0.068,0.134,0.091,0.101,29.60000000000001,-0.3724447259991264,-0.5005692834664147,0.1976456280064619,1.1359937844010717
1934,Rodney Buford,NJN,2004-05,Defensive Player,Average,64,1310.6133333333332,445,189,63,40,4,35,0.382,0.315,0.822,0.437,0.417,0.188,0.075,93.3,102.5,-9.2,1.8,0.024,0.13,0.093,0.074,22.900000000000006,-0.7206815972350347,-0.5518887292763308,-0.3559419463294631,-0.10399732193707922
2206,Rodney White,GSW,2004-05,Defensive Player,Average,58,677.6583333333333,293,89,44,32,11,37,0.419,0.4,0.614,0.475,0.46,0.222,0.079,97.2,100.8,-3.6,1.19,0.033,0.099,0.118,0.065,24.60000000000001,-0.36413346896900195,-0.4813615310278272,-0.7359366934381134,-0.016183029837912533
2648,Ronald Dupree,DET,2004-05,Defensive Player,Average,47,466.315,152,95,24,7,10,22,0.48,0.5,0.617,0.515,0.484,0.168,0.078,95.7,98.1,-2.4,1.09,0.078,0.134,0.094,0.107,27.30000000000001,-0.6324200517108355,-0.689779037512606,-0.18495094113954944,-0.12669694466512635
1739,Ruben Patterson,POR,2004-05,Defensive Player,Very Good,70,1964.0116666666668,809,273,138,106,21,143,0.531,0.08,0.599,0.558,0.532,0.2,0.09,103.0,105.1,-2.1,0.97,0.068,0.072,0.12,0.07,20.30000000000001,0.3214842791894983,-0.12423524005819557,-0.18401676252030089,0.5990873649150351
1909,Scott Padgett,HOU,2004-05,Defensive Player,Very Good,66,939.1516666666666,275,185,55,33,10,30,0.421,0.397,0.725,0.549,0.528,0.135,0.086,105.1,93.9,11.2,1.83,0.05,0.143,0.096,0.097,31.5,-0.5908984103466408,-0.5644732998502853,-0.07354341165647736,0.38946812693889415
1752,Sean Marks,SAS,2004-05,Defensive Player,Average,23,241.61,76,56,8,3,11,14,0.338,0.0,0.786,0.412,0.338,0.191,0.059,91.8,98.5,-6.7,0.57,0.066,0.147,0.065,0.106,26.900000000000006,-1.1077625119058725,-0.911566045382618,-0.3011723602071755,-0.18152680243510297
2203,Shane Battier,MEM,2004-05,Defensive Player,Elite,80,2518.5516666666667,792,413,126,91,77,75,0.442,0.395,0.789,0.555,0.499,0.145,0.094,105.5,98.6,6.9,1.68,0.066,0.105,0.081,0.086,26.80000000000001,-0.11055437479583922,-0.38748001598802667,0.3912907080677225,1.3921502928341842
762,Shawn Bradley,DAL,2004-05,Defensive Player,Very Good,77,881.6066666666667,211,214,15,25,63,33,0.452,0.0,0.683,0.494,0.452,0.123,0.052,108.9,97.2,11.7,0.45,0.083,0.161,0.024,0.123,28.200000000000003,-1.0393622178894775,-1.1161319928578566,0.33463557919150333,0.648912387931884
278,Stacey Augmon,ORL,2004-05,Defensive Player,Average,55,654.4483333333334,193,99,36,23,8,31,0.407,0.0,0.74,0.48,0.407,0.15,0.048,101.0,105.9,-5.0,1.16,0.064,0.08,0.084,0.072,19.5,-0.9347353897590898,-0.701799274993719,-0.6202253274686986,-0.4394365310444011
2212,Steven Hunter,PHX,2004-05,Defensive Player,Very Good,76,1050.6666666666667,348,227,13,4,102,44,0.614,0.0,0.479,0.596,0.614,0.135,0.069,101.9,101.8,0.1,0.3,0.089,0.107,0.018,0.099,23.60000000000001,-0.2695303368111081,-1.1571972955120364,0.0633777974668249,0.5556333571194504
2031,Stromile Swift,MEM,2004-05,Defensive Player,Very Good,60,1280.0766666666666,604,273,43,41,92,90,0.449,0.0,0.758,0.517,0.449,0.244,0.1,102.5,100.7,1.9,0.48,0.077,0.144,0.063,0.111,24.700000000000003,0.26133097471511785,-0.794012155770613,0.33830906397159116,0.9024592883607193
2419,Tayshaun Prince,DET,2004-05,Defensive Player,Very Good,82,3043.468333333333,1206,435,247,56,71,135,0.487,0.341,0.807,0.556,0.511,0.185,0.116,105.5,97.8,7.8,1.83,0.045,0.1,0.14,0.073,27.60000000000001,0.4865381017065311,0.3892041807750202,0.28404953094751473,1.0158015460144332
2754,Tony Allen,BOS,2004-05,Defensive Player,Very Good,77,1254.4733333333334,492,221,64,76,24,77,0.475,0.387,0.737,0.542,0.491,0.183,0.089,103.6,97.4,6.2,0.83,0.07,0.11,0.08,0.09,28.0,-0.12304870649622925,-0.6212385313079165,-0.06719936277728952,0.7710098666560636
2566,Travis Outlaw,POR,2004-05,Defensive Player,Average,59,792.7466666666667,319,121,35,30,40,39,0.498,0.4,0.653,0.532,0.506,0.192,0.091,99.2,105.7,-6.6,0.9,0.055,0.096,0.078,0.077,19.700000000000003,-0.23909849512805567,-0.7391848863255608,-0.4981527271046611,-0.03139720736799611
2239,Trenton Hassell,MIN,2004-05,Defensive Player,Average,82,2071.8216666666667,541,219,128,30,30,64,0.474,0.091,0.789,0.515,0.475,0.13,0.054,103.0,103.9,-0.9,2.0,0.04,0.067,0.097,0.054,21.5,-0.6300714357220848,-0.2902381799846745,-0.5311336749131107,-0.026813432309616875
2772,Trevor Ariza,NYK,2004-05,Defensive Player,Very Good,80,1380.631666666667,468,242,85,70,18,73,0.442,0.231,0.695,0.503,0.446,0.175,0.084,101.1,102.1,-1.0,1.16,0.067,0.114,0.101,0.091,23.30000000000001,-0.4219040492722832,-0.42599429350555107,0.0012612417843616032,0.3719899322750955
2209,Vladimir Radmanovic,SEA,2004-05,Defensive Player,Average,63,1860.881666666667,743,290,86,57,31,80,0.41,0.389,0.786,0.534,0.508,0.188,0.089,114.3,106.2,8.0,1.08,0.03,0.133,0.076,0.082,19.200000000000003,0.04882179606305804,-0.5627559355561436,0.013966525058172322,0.12792507841402215
962,Walter McCarty,PHX,2004-05,Defensive Player,Average,72,900.42,260,138,37,25,15,36,0.404,0.355,0.517,0.525,0.521,0.138,0.043,101.1,103.1,-2.0,1.03,0.033,0.121,0.067,0.077,22.30000000000001,-0.7169750669910018,-0.7936196903649737,-0.4530452911823514,-0.18337846700766172
1442,Zeljko Rebraca,LAC,2004-05,Defensive Player,Average,58,928.3333333333334,339,184,26,13,40,49,0.568,0.0,0.859,0.625,0.568,0.16,0.102,100.3,99.9,0.3,0.53,0.058,0.143,0.049,0.103,25.5,0.07279992428665816,-0.9352140549392047,0.00024113558793903422,0.13323673796781565
2565,Zoran Planinic,NJN,2004-05,Defensive Player,Average,43,510.5783333333333,217,69,44,25,0,41,0.448,0.375,0.697,0.534,0.491,0.219,0.088,91.8,96.0,-4.2,1.07,0.038,0.102,0.185,0.07,29.400000000000006,-0.10356759801977533,-0.10497875758837283,-0.7253059935880175,0.08201776579771836
101187,Alan Anderson,CHA,2005-06,Defensive Player,Average,36,563.6,207,70,32,11,4,32,0.414,0.414,0.805,0.52,0.481,0.178,0.066,101.8,100.5,1.2,1.0,0.039,0.089,0.093,0.063,24.900000000000006,-0.49096435881075234,-0.6659591602688171,-0.8118301951371143,-0.2869674970491202
297,Alonzo Mourning,MIA,2005-06,Defensive Player,Elite,65,1302.003333333333,509,359,11,13,173,79,0.597,0.0,0.594,0.615,0.597,0.171,0.114,106.5,97.0,9.5,0.14,0.101,0.17,0.014,0.137,28.400000000000006,0.21874518335864598,-1.1870272914963818,0.8977306340884929,1.6492480080200191
2738,Andre Iguodala,PHI,2005-06,Defensive Player,Very Good,82,3085.7616666666668,1007,481,255,135,21,153,0.5,0.354,0.754,0.598,0.541,0.145,0.1,105.5,104.9,0.5,1.67,0.04,0.12,0.126,0.081,20.5,0.2903467022316391,0.3399945646648851,0.5080221802335599,0.9113178251359811
101261,Andre Owens,UTA,2005-06,Defensive Player,Average,23,210.04166666666663,69,21,8,5,0,13,0.365,0.188,0.667,0.421,0.385,0.198,0.013,91.9,99.7,-7.9,0.62,0.048,0.056,0.079,0.051,25.700000000000003,-1.010109354154275,-0.8329188986937768,-1.0947215973928766,-0.34260179065168
1905,Andrei Kirilenko,UTA,2005-06,Defensive Player,Elite,69,2604.1566666666668,1054,552,299,102,220,203,0.46,0.308,0.699,0.556,0.485,0.205,0.152,104.8,103.8,1.0,1.47,0.066,0.161,0.202,0.114,21.60000000000001,0.5233331053739965,0.9288426363014783,1.1168206517282444,2.647398327337573
101120,Antoine Wright,NJN,2005-06,Defensive Player,Average,39,370.1666666666667,70,30,12,4,3,21,0.358,0.067,0.5,0.386,0.364,0.142,-0.013,89.2,98.1,-8.8,0.57,0.024,0.062,0.057,0.043,27.30000000000001,-1.6194489679156263,-0.9417885067726027,-1.1727584245773315,-0.22860328150156972
2852,Awvee Storey,WAS,2005-06,Defensive Player,Average,25,116.31666666666666,43,22,4,3,1,5,0.39,0.429,0.571,0.456,0.427,0.191,0.03,101.2,93.5,7.8,0.8,0.065,0.135,0.059,0.096,31.900000000000006,-0.8799888337388923,-0.9599907306814743,-0.5187837750985979,0.011071932781684612
2774,Bernard Robinson,CHA,2005-06,Defensive Player,Very Good,66,1303.0233333333333,422,219,77,81,10,74,0.43,0.095,0.791,0.498,0.433,0.164,0.079,98.7,102.2,-3.5,1.04,0.046,0.129,0.096,0.085,23.200000000000003,-0.5641898838513513,-0.48352009075884333,-0.13620439146802144,0.3991497450669959
2250,Bobby Simmons,MIL,2005-06,Defensive Player,Very Good,75,2537.483333333333,1002,333,172,86,21,123,0.453,0.42,0.825,0.559,0.518,0.181,0.087,104.7,103.7,1.0,1.4,0.038,0.101,0.112,0.069,21.700000000000003,0.32729439998888904,-0.04406696177803228,-0.037553701805064565,0.4741166512180994
2411,Bostjan Nachbar,NJN,2005-06,Defensive Player,Average,36,501.77166666666665,157,60,27,16,5,24,0.346,0.268,0.682,0.448,0.407,0.182,0.038,100.1,100.0,0.1,1.13,0.016,0.11,0.094,0.062,25.400000000000006,-0.9094024837240567,-0.6787399635455912,-0.8511036352784473,-0.19566588082973677
699,Brent Barry,SAS,2005-06,Defensive Player,Very Good,74,1258.5866666666666,431,159,123,39,27,52,0.452,0.396,0.661,0.581,0.568,0.152,0.107,102.4,94.5,7.9,2.37,0.024,0.102,0.157,0.064,30.900000000000006,-0.17098982342437907,0.02842256349866791,-0.5629398468862243,0.5883803875912974
2073,Brian Cardinal,MEM,2005-06,Defensive Player,Average,36,401.57,124,55,33,23,0,27,0.414,0.448,0.704,0.505,0.473,0.179,0.058,100.7,94.0,6.7,1.22,0.031,0.121,0.136,0.076,31.400000000000006,-0.6292622811166239,-0.42072037554503794,-0.6860153679312497,0.17880439002009965
2243,Brian Scalabrine,BOS,2005-06,Defensive Player,Average,71,937.83,205,114,51,21,19,50,0.383,0.356,0.722,0.491,0.464,0.126,0.033,95.5,97.0,-1.5,1.02,0.032,0.096,0.09,0.065,28.400000000000006,-1.0388802738944214,-0.6128979851491416,-0.6696022288464815,0.17404945505334593
101139,CJ Miles,UTA,2005-06,Defensive Player,Average,23,202.8383333333333,79,38,16,7,2,9,0.368,0.25,0.75,0.456,0.401,0.213,0.085,100.8,102.1,-1.3,1.78,0.086,0.11,0.142,0.097,23.30000000000001,-0.6929768667820334,-0.4495692080152852,-0.46359006345527315,-0.4426553568877168
384,Calbert Cheaney,GSW,2005-06,Defensive Player,Average,42,448.35333333333335,92,61,19,13,2,17,0.389,0.0,1.0,0.412,0.389,0.126,0.044,93.1,102.2,-9.1,1.12,0.041,0.097,0.074,0.067,23.200000000000003,-1.5720554631805745,-0.8205305608226419,-0.7847519851713806,-0.386362646762796
2568,Carlos Delfino,DET,2005-06,Defensive Player,Average,68,725.6683333333333,247,113,44,21,15,36,0.403,0.333,0.672,0.483,0.447,0.183,0.062,100.7,106.6,-5.8,1.22,0.038,0.125,0.105,0.079,18.80000000000001,-0.6370648307160778,-0.5543910243817511,-0.49390044716462267,-0.43046528143416846
1520,Charles Smith,DEN,2005-06,Defensive Player,Average,22,209.96166666666667,80,16,9,5,6,4,0.417,0.395,0.625,0.53,0.521,0.174,0.054,96.8,97.1,-0.3,2.25,0.014,0.066,0.074,0.039,28.30000000000001,-0.5546568393690158,-0.8573274740460246,-1.2608643419673664,-0.1291348515045377
361,Clifford Robinson,NJN,2005-06,Defensive Player,Very Good,80,1862.513333333333,550,267,89,44,40,62,0.427,0.343,0.658,0.502,0.485,0.15,0.064,99.5,98.9,0.6,1.44,0.03,0.117,0.085,0.074,26.5,-0.551499424683431,-0.5011579815748737,-0.1489784168035715,0.5131936641049882
722,Corliss Williamson,SAC,2005-06,Defensive Player,Average,37,362.31666666666666,126,67,14,7,4,30,0.417,1.0,0.776,0.506,0.427,0.196,0.047,98.1,95.3,2.8,0.47,0.065,0.118,0.068,0.094,30.10000000000001,-0.49765425195688434,-0.8726349374438367,-0.424861047443021,-0.022888638544954487
1749,Cuttino Mobley,LAC,2005-06,Defensive Player,Very Good,79,2979.1,1170,341,238,93,36,145,0.426,0.339,0.839,0.519,0.467,0.194,0.089,103.5,101.3,2.2,1.64,0.018,0.095,0.129,0.059,24.10000000000001,0.31491223924890793,0.2942927721898863,-0.14372321618254538,0.8394193719511773
2788,DJ Mbenga,DAL,2005-06,Defensive Player,Average,43,237.11666666666667,74,56,2,6,25,16,0.533,0.0,0.5,0.538,0.533,0.162,0.058,98.5,98.7,-0.2,0.13,0.09,0.164,0.014,0.128,26.700000000000003,-0.6010892281107166,-1.2201445133974262,-0.020899965504208917,-0.020549152587052477
2563,Dahntay Jones,MEM,2005-06,Defensive Player,Average,71,967.025,281,104,39,38,15,50,0.414,0.143,0.645,0.462,0.42,0.171,0.044,93.0,100.3,-7.3,0.78,0.021,0.095,0.075,0.057,25.10000000000001,-0.8204598120642,-0.7413190810409593,-0.7980532491205766,0.11583234132900044
2863,Damien Wilkins,SEA,2005-06,Defensive Player,Average,82,1525.3966666666668,536,192,107,72,12,85,0.444,0.25,0.84,0.529,0.46,0.17,0.076,104.2,109.6,-5.4,1.26,0.053,0.082,0.114,0.067,15.800000000000011,-0.2608123909710352,-0.2720115910601852,-0.4371593907112292,-0.10865218873798499
101137,Daniel Ewing,LAC,2005-06,Defensive Player,Average,66,971.1533333333332,252,85,84,37,6,57,0.38,0.282,0.783,0.458,0.424,0.155,0.049,97.7,100.1,-2.4,1.47,0.025,0.063,0.145,0.045,25.30000000000001,-0.981370988923385,-0.18249723809153134,-1.0013432938663804,0.026164737372936526
101122,Danny Granger,IND,2005-06,Defensive Player,Very Good,78,1765.335,587,384,90,58,62,80,0.462,0.323,0.777,0.54,0.494,0.16,0.099,97.6,98.9,-1.3,1.13,0.077,0.141,0.092,0.11,26.5,-0.23434571786909744,-0.4581547169081148,0.6200944324537567,0.880836953308951
2545,Darko Milicic,ORL,2005-06,Defensive Player,Very Good,55,766.6666666666666,266,151,41,14,77,51,0.509,0.0,0.56,0.52,0.509,0.185,0.096,98.8,102.4,-3.6,0.8,0.062,0.141,0.096,0.103,23.0,-0.397173197389733,-0.615988978363021,-0.0873203576730151,0.3710575813960546
2758,David Harrison,IND,2005-06,Defensive Player,Very Good,67,1033.9433333333334,385,254,14,23,59,79,0.503,0.0,0.511,0.519,0.503,0.198,0.056,94.8,95.7,-1.0,0.18,0.082,0.165,0.026,0.124,29.700000000000003,-0.2219077438829011,-1.1085763775103603,0.4535103768427947,0.675851818617224
2035,DerMarr Johnson,DEN,2005-06,Defensive Player,Average,58,923.9166666666666,354,96,55,25,26,46,0.431,0.35,0.81,0.545,0.523,0.175,0.073,100.4,101.8,-1.3,1.2,0.02,0.084,0.095,0.052,23.60000000000001,-0.2639785069786329,-0.5700909531852025,-0.8829785493133004,0.004294714590489209
2046,Desmond Mason,NOK,2005-06,Defensive Player,Average,70,2102.343333333333,757,298,66,42,17,113,0.399,0.167,0.682,0.46,0.399,0.206,0.061,98.5,104.4,-5.9,0.58,0.031,0.12,0.055,0.074,21.0,-0.23241112072547732,-0.7543204820361707,-0.0667236807099479,-0.06338144661456774
1904,Devean George,LAL,2005-06,Defensive Player,Very Good,71,1542.3416666666667,448,274,68,66,34,54,0.4,0.313,0.674,0.484,0.459,0.151,0.075,104.2,101.7,2.5,1.26,0.052,0.127,0.073,0.089,23.700000000000003,-0.7206517852994389,-0.6458433393629841,0.06069004785228987,0.5159257745908087
2484,Devin Brown,UTA,2005-06,Defensive Player,Average,81,1711.2316666666666,611,207,104,44,14,99,0.393,0.331,0.745,0.493,0.43,0.189,0.066,100.1,103.5,-3.4,1.05,0.043,0.085,0.108,0.063,21.900000000000006,-0.27346836516334055,-0.3167565850367034,-0.44831732917497136,-0.020131905202608807
101182,Donell Taylor,WAS,2005-06,Defensive Player,Average,51,465.23,140,53,45,30,4,34,0.39,0.235,0.698,0.452,0.404,0.179,0.063,101.3,101.3,0.0,1.32,0.036,0.087,0.17,0.061,24.10000000000001,-0.920753316945775,-0.18556386628979293,-0.8824169396687847,-0.1371053412607954
2109,Eddie Gill,IND,2005-06,Defensive Player,Very Good,41,122.18333333333334,45,15,12,11,1,9,0.222,0.304,0.783,0.408,0.3,0.215,0.059,94.0,91.5,2.4,1.33,0.0,0.111,0.176,0.057,33.900000000000006,-0.9772967040549325,-0.27328775991745247,-1.0342039430667864,0.2114721863871852
224,Eddie Jones,MEM,2005-06,Defensive Player,Elite,75,2436.61,885,279,177,131,27,93,0.404,0.356,0.781,0.542,0.497,0.178,0.097,107.0,99.6,7.5,1.9,0.016,0.106,0.124,0.062,25.80000000000001,0.12376041334251293,0.041743334852665806,-0.27001372545575164,1.2419769351635326
1882,Elton Brand,LAC,2005-06,Defensive Player,Elite,79,3098.805,1953,790,208,81,201,173,0.527,0.333,0.775,0.58,0.527,0.272,0.176,104.9,102.0,2.9,1.2,0.082,0.173,0.127,0.13,23.400000000000006,1.799339162150097,0.17266672584990378,1.9521592235154652,2.3433363046637483
15,Eric Piatkowski,CHI,2005-06,Defensive Player,Average,29,228.23,59,23,13,6,1,11,0.393,0.273,0.4,0.467,0.467,0.136,0.044,97.0,92.5,4.5,1.18,0.016,0.083,0.086,0.048,32.900000000000006,-1.2081840661418912,-0.7751968687376649,-1.1276338031395867,0.100910696646123
101128,Francisco Garcia,SAC,2005-06,Defensive Player,Very Good,67,1301.22,377,185,94,41,47,75,0.4,0.285,0.772,0.51,0.46,0.154,0.069,99.9,100.7,-0.9,1.25,0.031,0.111,0.118,0.072,24.700000000000003,-0.6012359719906092,-0.2973769649109138,-0.39203476927348485,0.44717340822245566
2410,Fred Jones,IND,2005-06,Defensive Player,Very Good,68,1836.54,651,170,154,55,20,107,0.417,0.337,0.763,0.517,0.473,0.183,0.083,98.6,98.1,0.5,1.44,0.01,0.082,0.154,0.047,27.30000000000001,-0.1513244314193464,0.12564003448640249,-0.7503268056454713,0.47182311640457186
101123,Gerald Green,BOS,2005-06,Defensive Player,Average,32,373.68,167,41,18,13,4,22,0.478,0.3,0.784,0.541,0.5,0.214,0.085,95.1,97.9,-2.8,0.82,0.031,0.083,0.093,0.059,27.5,-0.13620470150874314,-0.7174748387815528,-0.9397367912821286,-0.11348261604379006
2222,Gerald Wallace,CHA,2005-06,Defensive Player,Elite,55,1895.0333333333333,836,412,96,138,115,99,0.538,0.28,0.614,0.578,0.55,0.188,0.136,103.5,105.6,-2.0,0.97,0.063,0.168,0.082,0.112,19.80000000000001,0.36746023962498614,-0.4922531023232575,0.719868341405745,1.852315257705083
1761,Greg Buckner,DEN,2005-06,Defensive Player,Very Good,73,1758.1716666666666,491,209,127,87,20,52,0.434,0.354,0.782,0.556,0.537,0.122,0.076,102.7,102.0,0.7,2.44,0.018,0.105,0.11,0.061,23.400000000000006,-0.4902737545165361,-0.22088837795308877,-0.46848988061700136,0.5742434977374935
